Rank,Name,Worldwide Box Office,Movies,Average
1545,Sha Mo,"$57,215,847",1,"$57,215,847"
1546,Jeff Nichols,"$57,107,289",6,"$9,517,882"
1547,Tomohiko Ito,"$57,048,785",2,"$28,524,393"
1548,Masayuki,"$57,019,825",1,"$57,019,825"
1549,Ralph Bakshi,"$56,871,472",5,"$11,374,294"
1550,Emilio Estevez,"$56,487,967",6,"$9,414,661"
1551,Thom Eberhardt,"$56,464,283",4,"$14,116,071"
1552,Franck Gastambide,"$56,409,656",3,"$18,803,219"
1553,Ayan Mukherjee,"$56,390,833",3,"$18,796,944"
1554,Ren Pengyuan,"$56,235,548",1,"$56,235,548"
1555,Shana Feste,"$56,193,191",5,"$11,238,638"
1556,Dustin Hoffman,"$56,178,935",1,"$56,178,935"
1557,Nikolay Lebedev,"$56,176,957",2,"$28,088,479"
1558,James Ponsoldt,"$56,092,468",5,"$11,218,494"
1559,Michael Winterbottom,"$56,044,573",27,"$2,075,725"
1560,Shubao Guo,"$56,040,680",1,"$56,040,680"
1561,Hugo Gélin,"$55,847,427",2,"$27,923,714"
1562,Harmony Korine,"$55,829,275",3,"$18,609,758"
1563,Tomonori Sudō,"$55,791,630",3,"$18,597,210"
1564,Michael Winner,"$55,766,226",8,"$6,970,778"
1565,Togan Gökbakar,"$55,707,622",6,"$9,284,604"
1566,Frank Nissen,"$55,686,944",1,"$55,686,944"
1567,Adam Brooks,"$55,617,866",1,"$55,617,866"
1568,Jim Fall,"$55,534,455",2,"$27,767,228"
1569,John Eng,"$55,443,032",1,"$55,443,032"
1570,Noah Baumbach,"$55,350,601",12,"$4,612,550"
1571,Rod Lurie,"$55,186,600",9,"$6,131,844"
1572,Masayuki Ochiai,"$54,968,077",3,"$18,322,692"
1573,Sheldon Lettich,"$54,909,393",4,"$13,727,348"
1574,Don Roos,"$54,880,819",2,"$27,440,410"
1575,George T. Miller,"$54,838,280",4,"$13,709,570"
1576,Ferzan Ozpetek,"$54,836,152",6,"$9,139,359"
1577,Jacques Audiard,"$54,781,841",5,"$10,956,368"
1578,Jo Sung-hee,"$54,749,412",3,"$18,249,804"
1579,Cheng Fenfen,"$54,663,066",1,"$54,663,066"
1580,Peter Medak,"$54,649,511",7,"$7,807,073"
1581,Masayuki Suzuki,"$54,500,076",4,"$13,625,019"
1582,Saul Dibb,"$54,395,980",4,"$13,598,995"
1583,Sam Miller,"$54,323,210",1,"$54,323,210"
1584,Gillian Armstrong,"$54,289,085",5,"$10,857,817"
1585,Jeffrey W. Byrd,"$54,262,679",3,"$18,087,560"
1586,Chen-Hao Yin,"$54,253,498",1,"$54,253,498"
1587,Jae-hyun Jang,"$54,251,912",2,"$27,125,956"
1588,Benny Safdie,"$54,251,903",5,"$10,850,381"
1589,Josh Safdie,"$54,251,903",4,"$13,562,976"
1590,Oriol Paulo,"$54,234,952",3,"$18,078,317"
1591,Luis Valdez,"$54,215,416",1,"$54,215,416"
1592,Yunfei Wang,"$54,182,357",8,"$6,772,795"
1593,Brent McCorkle,"$54,163,099",2,"$27,081,550"
1594,Corey Yuen,"$54,141,522",6,"$9,023,587"
1595,Ciaran Foy,"$54,117,602",3,"$18,039,201"
1596,Yang Xiao,"$54,057,576",2,"$27,028,788"
1597,Michael Dowse,"$54,043,796",7,"$7,720,542"
1598,Daisy von Scherler Mayer,"$54,008,598",3,"$18,002,866"
1599,Christopher Guest,"$53,966,014",7,"$7,709,431"
1600,Neal Israel,"$53,952,082",4,"$13,488,021"
1601,Rowdy Harrington,"$53,848,651",3,"$17,949,550"
1602,Stewart Raffill,"$53,830,310",6,"$8,971,718"
1603,Peter Landesman,"$53,786,409",4,"$13,446,602"
1604,Simon Verhoeven,"$53,643,323",4,"$13,410,831"
1605,Daniel Stern,"$53,579,269",2,"$26,789,635"
1606,Henry Hathaway,"$53,493,233",13,"$4,114,864"
1607,Rod Blackhurst,"$53,459,057",5,"$10,691,811"
1608,Bryce McGuire,"$53,458,659",2,"$26,729,330"
1609,Aaron Sorkin,"$53,412,897",3,"$17,804,299"
1610,Juan Jesús García Galocha,"$53,406,579",1,"$53,406,579"
1611,Richard Tuggle,"$53,199,316",2,"$26,599,658"
1612,Christian E. Christiansen,"$53,193,011",3,"$17,731,004"
1613,César Rodrigues,"$53,102,744",4,"$13,275,686"
1614,Robert Mandel,"$52,993,949",4,"$13,248,487"
1615,Christian Alvart,"$52,966,782",8,"$6,620,848"
1616,Ashwiny Iyer Tiwari,"$52,843,246",4,"$13,210,812"
1617,Lu Liu,"$52,814,570",2,"$26,407,285"
1618,Shen Zhou,"$52,814,570",2,"$26,407,285"
1619,Mingze Xia (夏铭泽),"$52,626,747",1,"$52,626,747"
1620,Kai Yan,"$52,626,747",1,"$52,626,747"
1621,Stephan Elliott,"$52,453,655",5,"$10,490,731"
1622,Lee Seokhoon,"$52,451,460",1,"$52,451,460"
1623,Anubhav Sinha,"$52,428,735",8,"$6,553,592"
1624,Hayato Kawai,"$52,373,217",6,"$8,728,870"
1625,Billy Bob Thornton,"$52,310,103",4,"$13,077,526"
1626,Mark Romanek,"$52,223,306",1,"$52,223,306"
1627,Checco Zalone,"$52,186,424",1,"$52,186,424"
1628,Tony Richardson,"$52,151,343",7,"$7,450,192"
1629,Sam Firstenberg,"$52,115,063",6,"$8,685,844"
1630,Toby Genkel,"$52,064,527",5,"$10,412,905"
1631,Rupert Goold,"$52,011,469",3,"$17,337,156"
1632,Hongguang Lin,"$51,955,230",1,"$51,955,230"
1633,Kivanc Baruonu,"$51,818,870",7,"$7,402,696"
1634,Josie Rourke,"$51,782,826",3,"$17,260,942"
1635,Nikhil Advani,"$51,732,827",5,"$10,346,565"
1636,Peter Rida Michail,"$51,620,593",2,"$25,810,297"
1637,Na Hong-jin,"$51,521,990",2,"$25,760,995"
1638,Alexey Tsitsilin,"$51,417,512",5,"$10,283,502"
1639,Louis Clichy,"$51,379,470",1,"$51,379,470"
1640,Jonathan Glazer,"$51,377,834",4,"$12,844,459"
1641,Xavier Beauvois,"$51,357,381",5,"$10,271,476"
1642,Jim McBride,"$51,286,859",3,"$17,095,620"
1643,Zhora Kryzhovnikov,"$51,166,205",3,"$17,055,402"
1644,Siddique,"$51,163,629",4,"$12,790,907"
1645,Derek Yee,"$51,127,522",3,"$17,042,507"
1646,Mark Williams,"$51,062,519",3,"$17,020,840"
1647,Selcuk Aydemir,"$51,007,905",8,"$6,375,988"
1648,Ui-seok Jo,"$51,007,693",1,"$51,007,693"
1649,Albert Dupontel,"$50,745,853",4,"$12,686,463"
1650,Sean Phillips,"$50,728,163",1,"$50,728,163"
1651,Klimas Šipenko,"$50,590,362",1,"$50,590,362"
1652,Doug Ellin,"$50,539,043",2,"$25,269,522"
1653,Norman Tokar,"$50,523,992",3,"$16,841,331"
1654,Tom Bezucha,"$50,459,776",2,"$25,229,888"
1655,Elizabeth Allen,"$50,448,574",3,"$16,816,191"
1656,Terry Jones,"$50,395,093",7,"$7,199,299"
1657,Anthony Hemingway,"$50,365,498",1,"$50,365,498"
1658,Mutou MTJJ,"$50,330,655",1,"$50,330,655"
1659,Edward Dmytryk,"$50,209,547",4,"$12,552,387"
1660,Stuart Gordon,"$50,132,855",10,"$5,013,286"
1661,Diane English,"$50,103,808",1,"$50,103,808"
1662,Fred Cavaye,"$50,093,120",7,"$7,156,160"
1663,Matthew Robbins,"$50,056,816",4,"$12,514,204"
1664,Frank Capra,"$50,000,592",12,"$4,166,716"
1665,Anthony Bell,"$49,972,290",4,"$12,493,073"
1666,Enrico Casarosa,"$49,788,012",1,"$49,788,012"
1667,Hur Jin-ho,"$49,774,019",3,"$16,591,340"
1668,Kerry Conran,"$49,730,854",1,"$49,730,854"
1669,Nicolas Pesce,"$49,700,387",4,"$12,425,097"
1670,Asger Leth,"$49,621,440",1,"$49,621,440"
1671,Jon Gunn,"$49,616,522",5,"$9,923,304"
1672,George Scribner,"$49,576,671",1,"$49,576,671"
1673,Cheng He,"$49,575,838",4,"$12,393,960"
1674,Olatunde Osunsanmi,"$49,514,554",2,"$24,757,277"
1675,Billy Crystal,"$49,456,132",3,"$16,485,377"
1676,Anand Tucker,"$49,403,820",5,"$9,880,764"
1677,Guang Fu Yang,"$49,272,573",3,"$16,424,191"
1678,Sriram Raghavan,"$49,259,090",3,"$16,419,697"
1679,Roxann Dawson,"$49,231,674",1,"$49,231,674"
1680,Tina Gordon,"$49,207,917",2,"$24,603,959"
1681,John R. Lee,"$49,196,532",1,"$49,196,532"
1682,Alek Keshishian,"$49,056,189",3,"$16,352,063"
1683,Zhou Tuo Ru,"$49,002,398",1,"$49,002,398"
1684,Walt Dohrn,"$48,866,407",1,"$48,866,407"
1685,Kat Coiro,"$48,805,898",4,"$12,201,475"
1686,Jim Field Smith,"$48,785,683",2,"$24,392,842"
1687,John Lounsbery,"$48,775,599",1,"$48,775,599"
1688,Shane Acker,"$48,717,414",2,"$24,358,707"
1689,Tim McCanlies,"$48,524,709",4,"$12,131,177"
1690,Diederik Van Rooijen,"$48,510,449",2,"$24,255,225"
1691,Justin Zackham,"$48,425,971",1,"$48,425,971"
1692,Melina Matsoukas,"$48,266,163",1,"$48,266,163"
1693,Sean Durkin,"$48,259,992",3,"$16,086,664"
1694,Dan Bradley,"$48,164,150",1,"$48,164,150"
1695,Liu Jiang,"$48,153,767",2,"$24,076,884"
1696,Leo Zhang,"$48,021,928",2,"$24,010,964"
1697,Giuseppe Tornatore,"$47,999,033",7,"$6,857,005"
1698,Stephen Surjik,"$47,965,000",1,"$47,965,000"
1699,Sooraj R. Barjatya,"$47,964,668",3,"$15,988,223"
1700,Will Becher,"$47,862,290",1,"$47,862,290"
1701,Jason Winer,"$47,810,537",2,"$23,905,269"
1702,John Sullivan,"$47,794,443",2,"$23,897,222"
1703,Michael Anderson,"$47,738,340",5,"$9,547,668"
1704,Jerome Robbins,"$47,596,274",1,"$47,596,274"
1705,Andrei Kravchuk,"$47,579,261",6,"$7,929,877"
1706,Hendel Butoy,"$47,431,461",1,"$47,431,461"
1707,Abhinav Singh Kashyap,"$47,405,933",2,"$23,702,967"
1708,David Lickley,"$47,400,288",1,"$47,400,288"
1709,John Fortenberry,"$47,272,717",2,"$23,636,359"
1710,Fuyuan Liu,"$47,269,723",3,"$15,756,574"
1711,Joe Charbanic,"$47,267,829",1,"$47,267,829"
1712,Rodo Sayagues,"$47,201,347",1,"$47,201,347"
1713,Caroline Link,"$47,149,383",3,"$15,716,461"
1714,John Lafia,"$47,141,208",2,"$23,570,604"
1715,Terry George,"$47,071,868",3,"$15,690,623"
1716,Ding Leang,"$46,998,773",1,"$46,998,773"
1717,Dennis Iliadis,"$46,980,724",2,"$23,490,362"
1718,Alessandro Siani,"$46,892,678",6,"$7,815,446"
1719,William Eubank,"$46,888,647",4,"$11,722,162"
1720,Lucia Aniello,"$46,844,357",1,"$46,844,357"
1721,John Sayles,"$46,754,629",16,"$2,922,164"
1722,Katsuhide Motoki,"$46,581,772",5,"$9,316,354"
1723,Xu Hongyu,"$46,389,109",1,"$46,389,109"
1724,Ethan Maniquis,"$46,370,970",1,"$46,370,970"
1725,Asif Kapadia,"$46,300,825",8,"$5,787,603"
1726,Joseph Kahn,"$46,290,278",3,"$15,430,093"
1727,Aleksey Sidorov,"$46,266,605",2,"$23,133,303"
1728,Chin Kar Lok,"$46,165,078",1,"$46,165,078"
1729,Eichiro Hasumi,"$46,117,323",5,"$9,223,465"
1730,Uli Edel,"$46,036,636",5,"$9,207,327"
1731,Daniel Barnz,"$46,029,132",3,"$15,343,044"
1732,Susan Seidelman,"$45,910,893",6,"$7,651,816"
1733,Michael Wadleigh,"$45,699,266",2,"$22,849,633"
1734,Xie Dongshen,"$45,698,504",1,"$45,698,504"
1735,Ilya Kulikov,"$45,614,296",4,"$11,403,574"
1736,Ruben Ostlund,"$45,591,256",4,"$11,397,814"
1737,John Derek,"$45,590,000",3,"$15,196,667"
1738,Gary Hardwick,"$45,531,785",2,"$22,765,893"
1739,Julian Schnabel,"$45,521,272",6,"$7,586,879"
1740,Zach Cregger,"$45,352,337",1,"$45,352,337"
1741,Wei Gu Chang,"$45,331,734",1,"$45,331,734"
1742,John Hoffman,"$45,312,217",1,"$45,312,217"
1743,Nanette Burstein,"$45,303,799",2,"$22,651,900"
1744,Chul-soo Jang,"$45,286,922",2,"$22,643,461"
1745,Mike Bigelow,"$45,273,464",1,"$45,273,464"
1746,Lars Klevberg,"$45,136,096",3,"$15,045,365"
1747,Will Merrick,"$45,100,756",1,"$45,100,756"
1748,Nick Johnson,"$45,100,756",1,"$45,100,756"
1749,Ken Shapiro,"$44,921,312",2,"$22,460,656"
1750,Wei Shujun,"$44,916,120",3,"$14,972,040"
1751,Mary Haverstick,"$44,793,168",1,"$44,793,168"
1752,Ang Xu,"$44,753,879",2,"$22,376,940"
1753,Mark Tonderai,"$44,604,086",2,"$22,302,043"
1754,Bruce McCulloch,"$44,602,513",2,"$22,301,257"
1755,Zhuqing Ji (季竹青),"$44,570,000",1,"$44,570,000"
1756,Eric Valette,"$44,513,466",1,"$44,513,466"
1757,Chuck Sheetz,"$44,451,470",1,"$44,451,470"
1758,Desmond Davis,"$44,400,000",3,"$14,800,000"
1759,Hugh Welchman,"$44,378,928",2,"$22,189,464"
1760,Beyoncé Knowles,"$44,372,181",1,"$44,372,181"
1761,Alan Shapiro,"$44,202,709",2,"$22,101,355"
1762,Todd Graff,"$44,125,743",2,"$22,062,872"
1763,Keith Scholey,"$44,075,302",7,"$6,296,472"
1764,Dorota Kobiela,"$44,074,957",2,"$22,037,479"
1765,Daniel Stamm,"$44,061,297",2,"$22,030,649"
1766,Tommy O'Haver,"$44,060,577",4,"$11,015,144"
1767,Kent Alterman,"$43,980,363",1,"$43,980,363"
1768,Jamie Uys,"$43,923,227",3,"$14,641,076"
1769,Art Stevens,"$43,899,231",1,"$43,899,231"
1770,Stephen Merchant,"$43,860,635",2,"$21,930,318"
1771,Akira Nagai,"$43,780,309",4,"$10,945,077"
1772,Woo-suk Kang,"$43,747,663",4,"$10,936,916"
1773,Rusty Cundieff,"$43,697,312",7,"$6,242,473"
1774,Joel Hopkins,"$43,601,970",3,"$14,533,990"
1775,Arne Glimcher,"$43,551,829",2,"$21,775,915"
1776,Ari Sandel,"$43,528,634",2,"$21,764,317"
1777,George Gallo,"$43,420,706",10,"$4,342,071"
1778,Koan Hui,"$43,415,987",1,"$43,415,987"
1779,Vernie Yeung,"$43,415,987",1,"$43,415,987"
1780,Andrew Hyatt,"$43,378,888",5,"$8,675,778"
1781,Mike Tiddes,"$43,319,936",3,"$14,439,979"
1782,Rick Famuyliwa,"$43,250,471",2,"$21,625,236"
1783,Joel Silberg,"$43,213,466",3,"$14,404,489"
1784,Gan Bi,"$43,104,559",2,"$21,552,280"
1785,Bernard Rose,"$42,963,959",10,"$4,296,396"
1786,Nanni Moretti,"$42,954,263",7,"$6,136,323"
1787,Yôji Yamada,"$42,916,164",7,"$6,130,881"
1788,Hideki Takeuchi,"$42,870,694",2,"$21,435,347"
1789,Matthew Warchus,"$42,860,319",2,"$21,430,160"
1790,Lee Hae-yeong,"$42,814,695",3,"$14,271,565"
1791,Isabel Coixet,"$42,733,178",12,"$3,561,098"
1792,Saket Chaudhary,"$42,732,776",3,"$14,244,259"
1793,Alan Rudolph,"$42,685,236",14,"$3,048,945"
1794,Brian Kirk,"$42,657,631",2,"$21,328,816"
1795,Brad Parker,"$42,566,433",2,"$21,283,217"
1796,Oleg Stepchenko,"$42,557,124",2,"$21,278,562"
1797,Chris Nahon,"$42,530,536",3,"$14,176,845"
1798,Barry W. Blaustein,"$42,504,358",3,"$14,168,119"
1799,Snow Zou,"$42,467,539",2,"$21,233,770"
1800,James Clavell,"$42,432,803",2,"$21,216,402"
1801,Paco Plaza,"$42,426,535",6,"$7,071,089"
1802,Ariel Vromen,"$42,394,871",7,"$6,056,410"
1803,He Jiong,"$42,386,771",1,"$42,386,771"
1804,Jason Zada,"$42,309,230",2,"$21,154,615"
1805,Sarah Gavron,"$42,272,983",3,"$14,090,994"
1806,Philippe Le Guay,"$42,259,257",5,"$8,451,851"
1807,Joe Alves,"$42,245,180",1,"$42,245,180"
1808,Elaine Bogan,"$42,235,744",1,"$42,235,744"
1809,Richard Kelly,"$42,231,521",3,"$14,077,174"
1810,Nattawut Poonpiriya,"$42,197,645",3,"$14,065,882"
1811,Justin Dec,"$42,176,201",1,"$42,176,201"
1812,Arbaaz Khan,"$42,165,098",1,"$42,165,098"
1813,Sarik Andreasyan,"$42,163,371",13,"$3,243,336"
1814,Giles New,"$42,047,346",1,"$42,047,346"
1815,Percy Adlon,"$42,001,910",2,"$21,000,955"
1816,Luis Carlos Hueck,"$41,955,727",2,"$20,977,864"
1817,Paolo Genovese,"$41,914,113",5,"$8,382,823"
1818,Phil Traill,"$41,906,876",3,"$13,968,959"
1819,Travis Cluff,"$41,799,291",3,"$13,933,097"
1820,Chris Lofing,"$41,799,291",3,"$13,933,097"
1821,Robert Ben Garant,"$41,785,006",3,"$13,928,335"
1822,Richard Glatzer,"$41,769,504",2,"$20,884,752"
1823,Kim Kwang-Sik,"$41,754,733",1,"$41,754,733"
1824,Ken Hughes,"$41,745,163",2,"$20,872,582"
1825,Joe McGrath,"$41,744,718",1,"$41,744,718"
1826,Val Guest,"$41,744,718",5,"$8,348,944"
1827,Robert Parrish,"$41,744,718",4,"$10,436,180"
1828,Robert Mulligan,"$41,636,560",6,"$6,939,427"
1829,Jim Sharman,"$41,446,712",2,"$20,723,356"
1830,Eric Till,"$41,410,575",2,"$20,705,288"
1831,Uwe Boll,"$41,394,510",14,"$2,956,751"
1832,Richard Thorpe,"$41,368,375",11,"$3,760,761"
1833,Peter Markle,"$41,313,762",5,"$8,262,752"
1834,Robert Clouse,"$41,308,462",8,"$5,163,558"
1835,Joseph Gordon-Levitt,"$41,268,579",1,"$41,268,579"
1836,Yang Song (宋阳),"$41,209,025",1,"$41,209,025"
1837,David Gelb,"$41,149,345",5,"$8,229,869"
1838,Mohit Suri,"$41,132,301",8,"$5,141,538"
1839,Lu Le,"$41,046,927",1,"$41,046,927"
1840,Jorge Pareja,"$41,039,145",1,"$41,039,145"
1841,Lenny Abrahamson,"$40,926,067",3,"$13,642,022"
1842,John Patrick Shanley,"$40,868,076",2,"$20,434,038"
1843,Matt Williams,"$40,862,054",1,"$40,862,054"
1844,Lisa Cholodenko,"$40,836,619",2,"$20,418,310"
1845,Can Ulkay,"$40,816,180",4,"$10,204,045"
1846,Maneesh Sharma,"$40,760,915",4,"$10,190,229"
1847,Brian G. Hutton,"$40,716,895",3,"$13,572,298"
1848,Philip G. Atwell,"$40,686,409",1,"$40,686,409"
1849,Haipeng Sun,"$40,661,541",2,"$20,330,771"
1850,Kelly Fremon Craig,"$40,594,195",2,"$20,297,098"
1851,Baran bo Odar,"$40,591,943",3,"$13,530,648"
1852,Ricky Gervais,"$40,583,708",4,"$10,145,927"
1853,Paweł Pawlikowski,"$40,532,212",3,"$13,510,737"
1854,Yong-ho Son,"$40,524,574",2,"$20,262,287"
1855,Greg Gillespie,"$40,520,649",1,"$40,520,649"
1856,An Zhanjun,"$40,518,450",2,"$20,259,225"
1857,Kevin Hooks,"$40,432,823",4,"$10,108,206"
1858,Kimble Rendall,"$40,424,224",2,"$20,212,112"
1859,Douglas Mackinnon,"$40,412,157",3,"$13,470,719"
1860,Dax Shepard,"$40,407,247",3,"$13,469,082"
1861,Kyle Marvin,"$40,384,027",1,"$40,384,027"
1862,Hak-soon Kim,"$40,380,376",1,"$40,380,376"
1863,Perry Andelin Blake,"$40,363,530",1,"$40,363,530"
1864,Castille Landon,"$40,355,732",6,"$6,725,955"
1865,Aaron Norris,"$40,330,481",6,"$6,721,747"
1866,Masakazu Hashimoto,"$40,316,759",4,"$10,079,190"
1867,Richie Keen,"$40,286,416",3,"$13,428,805"
1868,Dallas Jenkins,"$40,275,970",8,"$5,034,496"
1869,Peter MacDonald,"$40,190,000",1,"$40,190,000"
1870,John Gray,"$40,166,306",3,"$13,388,769"
1871,Chris Bailey,"$40,166,138",1,"$40,166,138"
1872,Mark Koetsier,"$40,166,138",1,"$40,166,138"
1873,John Michael McDonagh,"$40,163,943",4,"$10,040,986"
1874,Marco Schnabel,"$40,159,017",1,"$40,159,017"
1875,Detlev Buck,"$40,110,533",8,"$5,013,817"
1876,Kim Hak-Soon,"$40,094,346",1,"$40,094,346"
1877,Emerald Fennell,"$39,891,035",2,"$19,945,518"
1878,Mark Cowen,"$39,846,896",1,"$39,846,896"
1879,Gil Junger,"$39,811,483",6,"$6,635,247"
1880,Jerry Jameson,"$39,791,973",7,"$5,684,568"
1881,Karyn Kusama,"$39,743,335",5,"$7,948,667"
1882,Henry Koster,"$39,710,931",6,"$6,618,489"
1883,Vijay Krishna Acharya,"$39,708,165",3,"$13,236,055"
1884,J.C. Chandor,"$39,689,763",6,"$6,614,961"
1885,Deborah Kaplan,"$39,666,219",2,"$19,833,110"
1886,Harry Elfont,"$39,666,219",2,"$19,833,110"
1887,Martin Bourboulon,"$39,664,735",5,"$7,932,947"
1888,Paola Cortellesi,"$39,611,781",1,"$39,611,781"
1889,Debbie Isitt,"$39,606,847",6,"$6,601,141"
1890,Jae-gyoo Lee,"$39,504,707",1,"$39,504,707"
1891,John Gatins,"$39,498,360",1,"$39,498,360"
1892,Katsuo Fukuzawa,"$39,459,456",2,"$19,729,728"
1893,Gordon Chan,"$39,433,013",7,"$5,633,288"
1894,Byeong-Heon Lee,"$39,386,742",3,"$13,128,914"
1895,Werner Herzog,"$39,383,966",28,"$1,406,570"
1896,Paolo Virzi,"$39,355,660",7,"$5,622,237"
1897,Umesh Shukla,"$39,237,700",5,"$7,847,540"
1898,Rachel Talalay,"$39,159,864",4,"$9,789,966"
1899,Troy Nixey,"$39,126,427",1,"$39,126,427"
1900,Mary Harron,"$39,080,468",7,"$5,582,924"
1901,Rodrigo Cortes,"$38,990,210",5,"$7,798,042"
1902,Todd Holland,"$38,948,312",5,"$7,789,662"
1903,Mike Nawrocki,"$38,857,223",2,"$19,428,612"
1904,Nia Vardalos,"$38,797,188",1,"$38,797,188"
1905,David Swift,"$38,723,111",4,"$9,680,778"
1906,Zoya Akhtar,"$38,692,791",5,"$7,738,558"
1907,Pascal Chaumeil,"$38,658,311",3,"$12,886,104"
1908,Woody Hui,"$38,611,941",1,"$38,611,941"
1909,Steven Seagal,"$38,590,458",1,"$38,590,458"
1910,Shao Yihui,"$38,580,000",1,"$38,580,000"
1911,Shunji Iwai,"$38,537,519",10,"$3,853,752"
1912,Maiwenn,"$38,534,291",4,"$9,633,573"
1913,Peter Sollett,"$38,518,823",5,"$7,703,765"
1914,Ed Harris,"$38,468,744",2,"$19,234,372"
1915,Mandie Fletcher,"$38,454,993",2,"$19,227,497"
1916,Whit Stillman,"$38,445,193",5,"$7,689,039"
1917,Greg Coolidge,"$38,364,855",2,"$19,182,428"
1918,Farah Khan,"$38,362,835",2,"$19,181,418"
1919,Jong-bin Yun,"$38,312,818",2,"$19,156,409"
1920,Weiming Huang,"$38,280,608",4,"$9,570,152"
1921,Morton DaCosta,"$38,253,846",2,"$19,126,923"
1922,Jing Cai (蔡婧),"$38,235,458",1,"$38,235,458"
1923,Jon S. Baird,"$38,176,938",5,"$7,635,388"
1924,Kang Je-Kyu,"$38,135,467",4,"$9,533,867"
1925,David Mackenzie,"$38,093,371",7,"$5,441,910"
1926,Bob Dolman,"$38,067,218",1,"$38,067,218"
1927,Orkenbek Baysenbay,"$38,000,000",1,"$38,000,000"
1928,Herb Freed,"$37,994,000",3,"$12,664,667"
1929,Florian Zeller,"$37,980,925",2,"$18,990,463"
1930,Alain Gsponer,"$37,950,786",5,"$7,590,157"
1931,Jerry Schatzberg,"$37,934,324",5,"$7,586,865"
1932,Yvette Kaplan,"$37,923,818",1,"$37,923,818"
1933,Paul Bolger,"$37,923,818",1,"$37,923,818"
1934,Dapeng Zhang,"$37,903,035",3,"$12,634,345"
1935,Aleksandr Voytinskiy,"$37,845,873",3,"$12,615,291"
1936,Vincenzo Natali,"$37,726,330",6,"$6,287,722"
1937,George Armitage,"$37,696,527",3,"$12,565,509"
1938,Sajid Khan,"$37,688,527",2,"$18,844,264"
1939,Ed Herzog,"$37,644,339",7,"$5,377,763"
1940,Kelong Li,"$37,641,855",6,"$6,273,643"
1941,Leo McCarey,"$37,604,117",7,"$5,372,017"
1942,Alan Myerson,"$37,576,774",2,"$18,788,387"
1943,Salvatore Ficarra,"$37,557,767",3,"$12,519,256"
1944,Kôjirô Hashimoto,"$37,538,344",3,"$12,512,781"
1945,Martin Weisz,"$37,466,538",2,"$18,733,269"
1946,Farhan Akhtar,"$37,345,849",4,"$9,336,462"
1947,Derrick Borte,"$37,340,228",4,"$9,335,057"
1948,Hallie Meyers-Shyer,"$37,336,874",3,"$12,445,625"
1949,David S.F. Wilson,"$37,163,054",1,"$37,163,054"
1950,Pang Ho-cheung,"$37,152,743",4,"$9,288,186"
1951,Daniel St. Pierre,"$37,108,370",2,"$18,554,185"
1952,John Wayne,"$37,107,027",3,"$12,369,009"
1953,Fung Chih-chiang,"$37,092,694",2,"$18,546,347"
1954,Imtiaz Ali,"$37,083,774",5,"$7,416,755"
1955,Youyin Wu,"$37,018,276",1,"$37,018,276"
1956,Gary Sinyor,"$36,983,266",3,"$12,327,755"
1957,Ariel Winograd,"$36,972,758",7,"$5,281,823"
1958,Gilles Lellouche,"$36,928,421",3,"$12,309,474"
1959,Jeffrey Nachmanoff,"$36,919,653",2,"$18,459,827"
1960,Nicholas Jarecki,"$36,913,218",2,"$18,456,609"
1961,Kurt Wimmer,"$36,848,908",3,"$12,282,969"
1962,Morgan Neville,"$36,763,560",10,"$3,676,356"
1963,Ellory Elkayem,"$36,722,311",3,"$12,240,770"
1964,Brandon Camp,"$36,718,347",3,"$12,239,449"
1965,Riccardo Milani,"$36,700,992",9,"$4,077,888"
1966,Zhi Li,"$36,670,000",2,"$18,335,000"
1967,Dito Montiel,"$36,642,178",9,"$4,071,353"
1968,Kay Pollack,"$36,571,042",2,"$18,285,521"
1969,Andrew Haigh,"$36,534,796",4,"$9,133,699"
1970,Won-Chan Hong,"$36,521,377",2,"$18,260,689"
1971,Stephen Kessler,"$36,509,156",2,"$18,254,578"
1972,Ueli Steiger,"$36,489,888",1,"$36,489,888"
1973,Clive Barker,"$36,429,925",3,"$12,143,308"
1974,Patrick Read Johnson,"$36,414,766",5,"$7,282,953"
1975,Stephen Low,"$36,274,217",4,"$9,068,554"
1976,Gene Kelly,"$36,108,099",2,"$18,054,050"
1977,Jeff Pollack,"$36,093,386",2,"$18,046,693"
1978,Josh Greenbaum,"$36,030,254",4,"$9,007,564"
1979,Jim Rash,"$36,013,193",3,"$12,004,398"
1980,Nat Faxon,"$36,013,193",3,"$12,004,398"
1981,Choi Kook-Hee,"$36,010,953",2,"$18,005,477"
1982,Kentarô Ôtani,"$36,000,000",1,"$36,000,000"
1983,Don Chaffey,"$36,000,000",3,"$12,000,000"
1984,Ben Younger,"$35,944,957",2,"$17,972,479"
1985,Tetsuo Yajima,"$35,927,170",2,"$17,963,585"
1986,Ryo Tanaka,"$35,762,324",2,"$17,881,162"
1987,Willard Huyck,"$35,561,076",2,"$17,780,538"
1988,Nicole Holofcener,"$35,550,663",4,"$8,887,666"
1989,Laurent Cantet,"$35,417,660",5,"$7,083,532"
1990,Bill Paxton,"$35,415,546",2,"$17,707,773"
1991,Ashutosh Gowariker,"$35,408,053",4,"$8,852,013"
1992,Luis Prieto,"$35,371,013",4,"$8,842,753"
1993,Jie Han,"$35,327,718",1,"$35,327,718"
1994,Ahn Sang-hoon,"$35,203,902",3,"$11,734,634"
1995,Holger Tappe,"$35,187,080",3,"$11,729,027"
